step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isMerchant,day,errorBalanceOrig,errorBalanceDest,isOrigBalanceZeroAfter,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
0.48930207,1.6972706,0.12768336,-0.2924506,-0.323308,-0.3331041,0.0,0.59075844,0.33228582,2.6027248,1.0,0.0,0.0,0.0,0.0,1.0
0.6017249,5.595601,0.9410157,-0.2924506,-0.26542804,0.6862353,0.0,0.59075844,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.7447858,14.920279,2.8864799,-0.2924506,-0.323308,-0.3331041,0.0,2.786101,0.33228582,20.680414,1.0,0.0,0.0,0.0,0.0,1.0
-0.08686509,9.709357,1.7992936,-0.2924506,-0.323308,-0.3331041,0.0,-0.084731594,0.33228582,13.556361,1.0,0.0,0.0,0.0,0.0,1.0
-0.3608958,2.6299214,0.32226795,-0.2924506,-0.323308,-0.3331041,0.0,-0.2536041,0.33228582,3.877788,1.0,0.0,0.0,0.0,0.0,1.0
0.3066149,11.502124,2.1733296,-0.2924506,0.08137582,1.9750307,0.0,0.25301343,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.15905991,16.300047,5.0772657,1.587172,-0.323308,-0.3331041,0.0,0.25301343,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
2.2388828,13.3270855,2.5540824,-0.2924506,-0.323308,-0.3331041,0.0,2.2794836,0.33228582,18.502298,1.0,0.0,0.0,0.0,0.0,1.0
1.0865484,16.300047,3.1743495,-0.2924506,-0.28176174,2.4250288,0.0,1.097376,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.5972307,3.279334,0.45775887,-0.2924506,-0.323308,-0.3331041,0.0,2.6172285,0.33228582,4.7656255,1.0,0.0,0.0,0.0,0.0,1.0
-0.789508,16.300047,3.1743495,-0.2924506,-0.27064103,2.4353225,0.0,-0.7602216,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
3.1031334,16.300047,4.866558,1.3790436,-0.323308,-0.3331041,0.0,3.123846,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
1.2481563,8.757554,1.6007131,-0.2924506,-0.323308,1.1507417,0.0,1.2662485,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
1.2130243,16.300047,3.1743495,-0.2924506,0.38882333,3.0457528,0.0,1.2662485,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.36985278,4.7525845,0.76513207,-0.2924506,-0.323308,-0.3331041,0.0,0.42188594,0.33228582,6.7797637,1.0,0.0,0.0,0.0,0.0,1.0
0.36985278,16.300047,3.1743495,-0.2924506,-0.05286284,2.636908,0.0,0.42188594,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.5269663,1.7983519,0.14877255,-0.2924506,-0.323308,-0.3331041,0.0,2.6172285,0.33228582,2.740917,1.0,0.0,0.0,0.0,0.0,1.0
1.8172971,7.599323,1.3590645,-0.2924506,-0.323308,-0.3331041,0.0,1.772866,0.33228582,10.671651,1.0,0.0,0.0,0.0,0.0,1.0
-1.2954109,6.103776,1.0470393,-0.2924506,-0.323308,-0.3331041,0.0,-1.2668391,0.33228582,8.62703,1.0,0.0,0.0,0.0,0.0,1.0
0.8054913,9.090276,1.670131,-0.2924506,-0.323308,-0.3331041,0.0,0.7596309,0.33228582,12.7099905,1.0,0.0,0.0,0.0,0.0,1.0
1.0584428,1.8650835,0.16269515,-0.2924506,-0.323308,-0.3331041,0.0,1.097376,0.33228582,2.8321483,1.0,0.0,0.0,0.0,0.0,1.0
2.2529356,1.7698501,0.14282605,-0.2924506,-0.323308,-0.3331041,0.0,2.2794836,0.33228582,2.701951,1.0,0.0,0.0,0.0,0.0,1.0
2.8572085,7.1385627,1.2629331,-0.2924506,0.63008446,1.7679752,0.0,2.9549735,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.13605009,14.228534,2.742157,-0.2924506,-0.323308,-0.3331041,0.0,-0.084731594,0.33228582,19.734703,1.0,0.0,0.0,0.0,0.0,1.0
-0.8949044,4.1744795,0.6445185,-0.2924506,-0.323308,-0.3331041,0.0,-0.92909414,0.33228582,5.9894137,1.0,0.0,0.0,0.0,0.0,1.0
-0.22036724,8.219641,1.4884851,-0.2924506,-0.323308,-0.3331041,0.0,-0.2536041,0.33228582,11.5197115,1.0,0.0,0.0,0.0,0.0,1.0
0.3557999,5.894967,1.0034742,-0.2924506,-0.23558028,0.7629146,0.0,0.42188594,0.33228582,-0.1259434,1.0,0.0,1.0,0.0,0.0,0.0
-0.037680086,8.456799,1.5379647,-0.2924506,-0.323308,-0.3331041,0.0,-0.084731594,0.33228582,11.843939,1.0,0.0,0.0,0.0,0.0,1.0
1.4097642,16.300047,3.1743495,-0.2924506,-0.26877335,2.4370515,0.0,1.4351209,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
3.3279793,10.511835,1.9667195,-0.2924506,-0.28446057,1.4741379,0.0,3.2927186,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
3.4825606,12.578686,2.3979392,-0.2924506,-0.323308,-0.3331041,0.0,3.461591,0.33228582,17.479132,1.0,0.0,0.0,0.0,0.0,1.0
0.44011706,3.1088355,0.4221867,-0.2924506,-0.323308,-0.3331041,0.0,0.42188594,0.33228582,4.53253,1.0,0.0,0.0,0.0,0.0,1.0
1.9999843,3.3088756,0.46392226,-0.2924506,-0.323308,-0.3331041,0.0,2.110611,0.33228582,4.8060126,1.0,0.0,0.0,0.0,0.0,1.0
-1.4148601,5.6266365,0.9474908,-0.2924506,-0.323308,-0.3331041,0.0,-1.4357116,0.33228582,7.974714,1.0,0.0,0.0,0.0,0.0,1.0
0.8617028,9.340808,1.7224009,-0.2924506,-0.323308,-0.3331041,0.0,0.92850345,0.33228582,13.052503,1.0,0.0,0.0,0.0,0.0,1.0
0.22229777,2.0575464,-0.2887327,-0.2924506,0.4826418,-0.3331041,0.0,0.25301343,-2.013077,9.320018,1.0,0.0,0.0,0.0,0.0,1.0
-1.0916444,15.213997,2.94776,-0.2924506,2.2981179,4.6351347,0.0,-1.0979667,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
3.1312392,9.950035,1.8495077,-0.2924506,-0.32207727,1.3472677,0.0,3.123846,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.75630635,10.857876,2.038916,-0.2924506,-0.323308,-0.3331041,0.0,0.7596309,0.33228582,15.126546,1.0,0.0,0.0,0.0,0.0,1.0
1.4519228,15.019484,2.9071777,-0.2924506,-0.0035275356,2.472756,0.0,1.4351209,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.4592658,3.389613,0.480767,-0.2924506,-0.323308,-0.3331041,0.0,-0.42247662,0.33228582,4.916392,1.0,0.0,0.0,0.0,0.0,1.0
0.48930207,9.359915,1.7263874,-0.2924506,-0.323308,-0.3331041,0.0,0.59075844,0.33228582,13.078625,1.0,0.0,0.0,0.0,0.0,1.0
-0.0025479435,8.07399,1.458097,-0.2924506,-0.323308,1.0387405,0.0,0.08414091,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.5787151,16.300047,3.1743495,-0.2924506,-0.323308,2.3865716,0.0,-0.5913491,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.5384871,14.557206,2.8107297,-0.2924506,-0.323308,-0.3331041,0.0,0.59075844,0.33228582,20.184044,1.0,0.0,0.0,0.0,0.0,1.0
-0.789508,3.4337268,0.48997074,-0.2924506,-0.323308,-0.3331041,0.0,-0.7602216,0.33228582,4.9767017,1.0,0.0,0.0,0.0,0.0,1.0
1.2903149,6.1593003,1.0586237,-0.2924506,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,8.70294,1.0,0.0,0.0,0.0,0.0,1.0
2.1826713,16.300047,3.1743495,-0.2924506,-0.323308,2.3865716,0.0,2.2794836,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.70519084,2.7269053,0.3425023,-0.2924506,-0.323308,-0.3331041,0.0,-0.7602216,0.33228582,4.0103784,1.0,0.0,0.0,0.0,0.0,1.0
0.10987492,2.9387352,0.38669768,-0.2924506,-0.323308,-0.3331041,0.0,0.08414091,0.33228582,4.2999797,1.0,0.0,0.0,0.0,0.0,1.0
1.3535528,2.244672,0.24189104,-0.2924506,-0.323308,-0.3331041,0.0,1.4351209,0.33228582,3.3510988,1.0,0.0,0.0,0.0,0.0,1.0
-0.22036724,5.744924,0.9721699,-0.2924506,-0.202983,0.7685037,0.0,-0.2536041,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.10794438,7.215176,1.2789176,-0.2924506,-0.323308,-0.3331041,0.0,-0.084731594,0.33228582,10.146468,1.0,0.0,0.0,0.0,0.0,1.0
0.90386134,8.772097,1.6037472,-0.2924506,-0.32066002,1.1555756,0.0,0.92850345,0.33228582,-0.1259434,1.0,0.0,1.0,0.0,0.0,0.0
-0.19226152,2.519257,0.29917938,-0.2924506,-0.323308,-0.3331041,0.0,-0.084731594,0.33228582,3.7264946,1.0,0.0,0.0,0.0,0.0,1.0
-1.4359394,12.877325,2.460246,-0.2924506,0.47483188,2.5645566,0.0,-1.4357116,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.04663706,16.300047,3.6394422,0.16694884,-0.323308,-0.3331041,0.0,0.08414091,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
-1.232173,9.330245,1.7201972,-0.2924506,-0.323308,1.2445766,0.0,-1.2668391,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.27657866,3.2604752,0.45382422,-0.2924506,-0.323308,-0.3331041,0.0,-0.2536041,0.33228582,4.739843,1.0,0.0,0.0,0.0,0.0,1.0
1.2481563,16.300047,5.063795,1.5738665,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
1.8102707,15.140155,2.932354,-0.2924506,-0.24185432,2.2719216,0.0,1.772866,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.4592658,5.268902,0.8728545,-0.2924506,-0.323308,0.6165702,0.0,-0.42247662,0.33228582,-0.4383431,1.0,0.0,1.0,0.0,0.0,0.0
1.3605793,12.990984,2.4839594,-0.2924506,-0.323308,1.844385,0.0,1.4351209,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.5620985,7.529819,1.3445634,-0.2924506,-0.323308,-0.3331041,0.0,2.6172285,0.33228582,10.576629,1.0,0.0,0.0,0.0,0.0,1.0
2.8291028,16.300047,3.1743495,-0.2924506,-0.323308,2.3865716,0.0,2.786101,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.53146064,7.8269944,1.406565,-0.2924506,-0.323308,-0.3331041,0.0,0.59075844,0.33228582,10.982909,1.0,0.0,0.0,0.0,0.0,1.0
1.3746321,5.765325,0.97642624,-0.2924506,-0.323308,-0.3331041,0.0,1.4351209,0.33228582,8.16432,1.0,0.0,0.0,0.0,0.0,1.0
2.8291028,16.300047,3.1743495,-0.2924506,-0.25421175,2.4505303,0.0,2.786101,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.2459092,4.524669,0.7175807,-0.2924506,-0.323308,-0.3331041,0.0,2.2794836,0.33228582,6.4681716,1.0,0.0,0.0,0.0,0.0,1.0
0.4963285,4.655139,0.74480146,-0.2924506,-0.323308,-0.3331041,0.0,0.59075844,0.33228582,6.646542,1.0,0.0,0.0,0.0,0.0,1.0
3.4193227,1.6144357,0.11040099,-0.2924506,-0.323308,-0.3331041,0.0,3.461591,0.33228582,2.4894779,1.0,0.0,0.0,0.0,0.0,1.0
2.0351164,5.409859,0.9022633,-0.2924506,-0.30353135,0.62053156,0.0,2.110611,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
1.1708657,4.47517,0.7072534,-0.2924506,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,6.4004993,1.0,0.0,0.0,0.0,0.0,1.0
2.4075172,16.300047,3.1743495,-0.2924506,1.3982965,3.9801672,0.0,2.448356,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.1475391,2.3099644,0.25551337,-0.2924506,-0.323308,-0.3331041,0.0,2.110611,0.33228582,3.4403622,1.0,0.0,0.0,0.0,0.0,1.0
1.3113942,4.395593,0.69065076,-0.2924506,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,6.2917066,1.0,0.0,0.0,0.0,0.0,1.0
0.12392777,2.9461727,0.3882494,-0.2924506,-0.323308,-0.3331041,0.0,0.08414091,0.33228582,4.310148,1.0,0.0,0.0,0.0,0.0,1.0
3.2787943,12.01471,2.2802734,-0.2924506,-0.323308,1.6844236,0.0,3.2927186,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
1.5854249,16.300047,5.4199944,1.9257054,-0.323308,-0.3331041,0.0,1.6039935,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
0.31364134,2.8642118,0.37114936,-0.2924506,-0.323308,-0.3331041,0.0,0.42188594,0.33228582,4.1980953,1.0,0.0,0.0,0.0,0.0,1.0
-0.6279001,2.3263576,0.25893357,-0.2924506,-0.323308,-0.3331041,0.0,-0.5913491,0.33228582,3.462774,1.0,0.0,0.0,0.0,0.0,1.0
1.0865484,5.644599,0.95123845,-0.2924506,-0.323308,-0.3331041,0.0,1.097376,0.33228582,7.9992714,1.0,0.0,0.0,0.0,0.0,1.0
1.2692356,1.9359946,0.17748979,-0.2924506,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,2.9290938,1.0,0.0,0.0,0.0,0.0,1.0
-1.625653,-0.1386019,-0.25644326,-0.2924506,0.96741974,-0.3331041,0.0,-1.6045842,0.3270502,10.061756,1.0,0.0,1.0,0.0,0.0,0.0
1.1216806,3.6374586,0.53247654,-0.2924506,-0.323308,-0.3331041,0.0,1.097376,0.33228582,5.2552314,1.0,0.0,0.0,0.0,0.0,1.0
0.29256207,7.0911055,1.2530318,-0.2924506,-0.323308,-0.3331041,0.0,0.25301343,0.33228582,9.976847,1.0,0.0,0.0,0.0,0.0,1.0
3.096107,2.0750687,0.20650566,-0.2924506,-0.323308,-0.3331041,0.0,3.123846,0.33228582,3.1192272,1.0,0.0,0.0,0.0,0.0,1.0
-1.7029437,1.1093259,-0.2887327,-0.2924506,0.88571286,-0.3270689,0.0,-1.6045842,-1.0692068,11.086427,1.0,0.0,0.0,0.0,0.0,1.0
0.43309063,6.613454,5.6514645,4.1505766,-0.13601767,0.97279763,0.0,0.42188594,0.33228585,-0.1259434,0.0,0.0,0.0,0.0,0.0,1.0
2.9555786,12.661021,2.4151173,-0.2924506,-0.24283843,1.8648071,0.0,2.9549735,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.10987492,13.435151,2.5766287,-0.2924506,-0.323308,1.9171613,0.0,0.08414091,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
3.2787943,12.01471,2.2802734,-0.2924506,-0.323308,-0.3331041,0.0,3.2927186,0.33228582,16.7081,1.0,0.0,0.0,0.0,0.0,1.0
0.16608635,4.5595636,0.7248609,-0.2924506,-0.323308,-0.3331041,0.0,0.25301343,0.33228582,6.515877,1.0,0.0,0.0,0.0,0.0,1.0
3.1874506,1.7370192,0.13597634,-0.2924506,-0.323308,-0.3331041,0.0,3.2927186,0.33228582,2.6570666,1.0,0.0,0.0,0.0,0.0,1.0
2.1053808,3.948341,0.59733784,-0.2924506,-0.323308,-0.3331041,0.0,2.110611,0.33228582,5.6802506,1.0,0.0,0.0,0.0,0.0,1.0
3.0469222,16.300047,6.3934417,2.8872366,-0.323308,-0.3331041,0.0,3.123846,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
3.0047636,16.300047,11.292174,7.7260046,-0.323308,-0.3331041,0.0,2.9549735,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
-0.051732942,6.543325,1.1387451,-0.2924506,-0.323308,0.7879426,0.0,-0.084731594,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-1.0565122,5.882285,1.0008284,-0.2924506,0.6217126,1.554386,0.0,-1.0979667,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
1.2481563,2.1934023,0.23119432,-0.2924506,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,3.2810059,1.0,0.0,0.0,0.0,0.0,1.0
0.0044784853,7.0854583,1.2518537,-0.2924506,0.6158109,1.7460618,0.0,0.08414091,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-1.1197501,7.718897,1.3840119,-0.2924506,-0.323308,-0.3331041,0.0,-1.0979667,0.33228582,10.835125,1.0,0.0,0.0,0.0,0.0,1.0
3.489587,2.6155164,0.31926256,-0.2924506,-0.323308,-0.3331041,0.0,3.461591,0.33228582,3.8580945,1.0,0.0,0.0,0.0,0.0,1.0
1.1849185,3.7268255,0.5511217,-0.2924506,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,5.3774085,1.0,0.0,0.0,0.0,0.0,1.0
2.9907107,8.646125,1.577465,-0.2924506,-0.259212,1.1918144,0.0,2.9549735,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.4752492,10.58693,1.9823871,-0.2924506,-0.323308,1.4504832,0.0,0.42188594,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-1.133803,8.562715,1.5600626,-0.2924506,-0.31412613,1.1273166,0.0,-1.0979667,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.12199723,16.234287,3.1606295,-0.2924506,-0.2953814,2.401647,0.0,-0.084731594,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-1.2110937,2.807905,0.35940173,-0.2924506,-0.323308,-0.3331041,0.0,-1.2668391,0.33228582,4.121116,1.0,0.0,0.0,0.0,0.0,1.0
1.5573193,2.6228428,0.3207911,-0.2924506,-0.323308,-0.3331041,0.0,1.6039935,0.33228582,3.8681104,1.0,0.0,0.0,0.0,0.0,1.0
3.025843,16.300047,3.1743495,-0.2924506,-0.06499576,2.6256773,0.0,3.123846,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.48930207,9.359915,1.7263874,-0.2924506,-0.25655442,1.3112282,0.0,0.59075844,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
3.060975,4.9306836,0.80228996,-0.2924506,-0.323308,-0.3331041,0.0,3.123846,0.33228582,7.0232496,1.0,0.0,0.0,0.0,0.0,1.0
1.3816586,2.8766358,0.37374148,-0.2924506,-0.323308,-0.3331041,0.0,1.4351209,0.33228582,4.2150807,1.0,0.0,0.0,0.0,0.0,1.0
-0.30468437,12.121614,2.3025775,-0.2924506,0.29286963,2.2723017,0.0,-0.2536041,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.1826713,16.300047,3.1743495,-0.2924506,-0.25280353,2.4518337,0.0,2.2794836,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-1.4780979,16.300047,6.5985823,3.0898664,-0.323308,-0.3331041,0.0,-1.4357116,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
2.1826713,16.300047,7.8759327,4.3515806,-0.323308,-0.3331041,0.0,2.2794836,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
2.1826713,15.340406,2.9741337,-0.2924506,-0.323308,2.2293355,0.0,2.2794836,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.9741256,2.3498375,0.26383233,-0.2924506,-0.323308,-0.3331041,0.0,0.92850345,0.33228582,3.4948745,1.0,0.0,0.0,0.0,0.0,1.0
2.6815479,3.9698973,0.60183525,-0.2924506,-0.323308,-0.3331041,0.0,2.786101,0.33228582,5.709721,1.0,0.0,0.0,0.0,0.0,1.0
3.4614813,6.1951947,1.0661126,-0.2924506,-0.323308,0.73090184,0.0,3.461591,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.31873724,11.648323,2.203832,-0.2924506,-0.28690177,1.6580906,0.0,-0.2536041,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.5480456,6.296823,1.0873159,-0.2924506,0.27508563,1.3014538,0.0,2.6172285,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
2.505887,1.623618,0.11231676,-0.2924506,-0.323308,-0.3331041,0.0,2.6172285,0.33228582,2.5020316,1.0,0.0,0.0,0.0,0.0,1.0
3.1031334,10.150256,1.8912811,-0.2924506,-0.323308,-0.3331041,0.0,3.123846,0.33228582,14.159131,1.0,0.0,0.0,0.0,0.0,1.0
3.4966135,16.300047,3.1743495,-0.2924506,-0.323308,2.3865716,0.0,3.461591,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
1.3816586,16.300047,3.1743495,-0.2924506,-0.323308,2.3865716,0.0,1.4351209,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.19928795,2.33472,0.26067823,-0.2924506,-0.323308,-0.3331041,0.0,-0.2536041,0.33228582,3.4742064,1.0,0.0,0.0,0.0,0.0,1.0
1.276262,16.300047,13.419892,9.827677,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
-1.133803,8.562715,1.5600626,-0.2924506,-0.323308,-0.3331041,0.0,-1.0979667,0.33228582,11.988741,1.0,0.0,0.0,0.0,0.0,1.0
3.0398958,5.581813,0.93813896,-0.2924506,-0.3219134,0.63169074,0.0,3.123846,0.33228582,-0.1259434,1.0,0.0,1.0,0.0,0.0,0.0
0.04663706,3.6427138,0.533573,-0.2924506,-0.323308,-0.3331041,0.0,0.08414091,0.33228582,5.262416,1.0,0.0,0.0,0.0,0.0,1.0
1.3395,6.594782,1.1494808,-0.2924506,-0.323308,-0.3331041,0.0,1.4351209,0.33228582,9.298304,1.0,0.0,0.0,0.0,0.0,1.0
1.5292135,10.114819,1.8838874,-0.2924506,-0.098859906,1.5808876,0.0,1.6039935,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
1.1638392,5.1129,0.8403068,-0.2924506,-0.323308,0.55356884,0.0,1.2662485,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-1.31649,2.9085708,0.38040423,-0.2924506,-0.323308,-0.3331041,0.0,-1.2668391,0.33228582,4.2587404,1.0,0.0,0.0,0.0,0.0,1.0
0.98115206,7.554824,1.3497802,-0.2924506,-0.323308,0.9536756,0.0,0.92850345,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-0.51547724,4.0384665,0.6161413,-0.2924506,-0.323308,-0.3331041,0.0,-0.42247662,0.33228582,5.8034654,1.0,0.0,0.0,0.0,0.0,1.0
-0.57168865,9.36203,1.7268288,-0.2924506,-0.323308,-0.3331041,0.0,-0.5913491,0.33228582,13.081517,1.0,0.0,0.0,0.0,0.0,1.0
3.4193227,2.4656086,0.28798637,-0.2924506,-0.323308,-0.3331041,0.0,3.461591,0.33228582,3.6531496,1.0,0.0,0.0,0.0,0.0,1.0
1.5783985,1.6354313,0.11478144,-0.2924506,-0.323308,-0.3331041,0.0,1.6039935,0.33228582,2.5181818,1.0,0.0,0.0,0.0,0.0,1.0
2.505887,5.4369464,0.90791464,-0.2924506,-0.225336,0.6973509,0.0,2.6172285,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
3.5106664,10.177476,1.8969601,-0.2924506,-0.30318502,1.4020213,0.0,3.461591,0.33228582,-0.12594335,1.0,0.0,1.0,0.0,0.0,0.0
3.1663713,14.6084,2.821411,-0.2924506,-0.30846095,2.12314,0.0,3.123846,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
1.4940814,16.300047,3.1743495,-0.2924506,-0.31945944,2.390134,0.0,1.6039935,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
-1.428913,9.973915,1.85449,-0.2924506,-0.323308,-0.3331041,0.0,-1.4357116,0.33228582,13.918049,1.0,0.0,0.0,0.0,0.0,1.0
-1.2673051,2.5131261,0.29790026,-0.2924506,-0.323308,-0.3331041,0.0,-1.2668391,0.33228582,3.7181127,1.0,0.0,0.0,0.0,0.0,1.0
-0.36792225,2.847086,0.3675763,-0.2924506,-0.323308,-0.3331041,0.0,-0.42247662,0.33228582,4.174682,1.0,0.0,0.0,0.0,0.0,1.0
1.1708657,7.8355327,1.4083463,-0.2924506,-0.323308,-0.3331041,0.0,1.2662485,0.33228582,10.994582,1.0,0.0,0.0,0.0,0.0,1.0
-1.2462258,7.388937,1.3151703,-0.2924506,-0.323308,-0.3331041,0.0,-1.2668391,0.33228582,10.384024,1.0,0.0,0.0,0.0,0.0,1.0
2.6745214,16.300047,4.0840864,0.6061504,-0.323308,-0.3331041,0.0,2.786101,0.33228582,22.566751,0.0,0.0,0.0,0.0,0.0,1.0
0.20824492,5.9069123,1.0059665,-0.2924506,-0.28685132,0.717413,0.0,0.25301343,0.33228582,-0.12594338,1.0,0.0,1.0,0.0,0.0,0.0
0.1309542,2.3401706,0.26181552,-0.2924506,-0.323308,-0.3331041,0.0,0.08414091,0.33228582,3.4816587,1.0,0.0,0.0,0.0,0.0,1.0
